,Date,nft_dynamic_hor,nft_dynamic_ver
96,2023-07-17 09:08:14,0.22036850570992034,0.19130353633612218
97,2023-07-18 13:15:30,0.2064320611895083,0.20309187399570766
98,2023-07-19 09:09:21,0.20493640361500937,0.21144986629431092
99,2023-07-22 13:10:08,0.21381593781088687,0.21017530612816102
100,2023-07-25 11:24:22,0.20601585623272142,0.20857499643061067
101,2023-07-26 17:31:51,0.19282584893966148,0.21186645805269372
102,2023-07-28 19:42:23,0.19210303829136,0.20443361527905893
103,2023-08-01 15:20:26,0.2019745004403411,0.20130472949647069
104,2023-08-02 09:52:08,0.21987517373877086,0.202034857259321
105,2023-08-03 18:49:31,0.2214160418825632,0.20384323561473047
106,2023-08-05 00:15:14,0.21154755133346193,0.20353726646958645
107,2023-08-07 09:08:36,0.2150544843754704,0.19560079111622689
108,2023-08-10 10:01:29,0.19717386122078384,0.21676203342843453
109,2023-08-18 15:56:34,0.2187134190526787,0.22346205510898126
110,2023-08-21 10:02:56,0.197380558866323,0.20541847067104435
111,2023-08-23 10:53:55,0.2273622944983598,0.20779795963063463
112,2023-08-25 22:29:23,0.20353189156088866,0.1918485887288264
113,2023-08-28 10:21:12,0.20362787141838676,0.20152206656696248
114,2023-08-30 15:47:53,0.22992745659037156,0.21140132176008747
115,2023-09-01 18:57:20,0.20772290367332558,0.21586643899711178
116,2023-09-04 17:04:26,0.2042156191814099,0.19120176997828905
117,2023-09-06 10:18:26,0.24689034539053784,0.22557570938902172
118,2023-09-07 12:56:31,0.2611074975919173,0.24373458647533247
119,2023-09-08 10:50:37,0.2663916440493255,0.24267413699178192
120,2023-09-11 12:10:39,0.20127875479630947,0.21021808381285512
121,2023-09-12 14:19:34,0.20130016820804736,0.19511222714393497
122,2023-09-13 09:54:46,0.21820209639534507,0.19259363006577201
123,2023-09-14 09:15:58,0.21782681566382656,0.19243616588670745
124,2023-09-15 19:20:05,0.19753000144430766,0.2161133381609429
125,2023-09-19 11:46:19,0.20859786223639865,0.22734388091263594
126,2023-09-22 07:02:53,0.20377010659542666,0.19327851248120825
127,2023-10-04 14:50:28,0.21693260423323146,0.21512795205104415
128,2023-10-10 00:14:51,0.1854070985978629,0.18194189567204117
129,2023-10-11 11:24:52,0.20088573611678898,0.1867100299772831
130,2023-10-13 09:40:15,0.205897921250275,0.19884152096470725
131,2023-10-16 11:16:54,0.19727104125499687,0.18669825481290367
132,2023-10-18 11:16:34,0.19935789941415405,0.16900675238859802
133,2023-10-20 09:51:04,0.19328437152717298,0.18317435040708904
134,2023-10-23 11:47:52,0.19997962855810014,0.19210941257953584
135,2023-10-25 10:10:48,0.21889069829189337,0.1866364849234875
136,2023-10-27 08:50:08,0.19227286429143023,0.1866709980472303
137,2023-10-30 10:04:34,0.23851799552900854,0.2084777996472816
138,2023-10-31 13:10:13,0.20052316615653604,0.18332543669630125
139,2023-11-04 00:49:30,0.21080450676759585,0.2087277737815325
140,2023-11-06 13:14:57,0.19892815388729462,0.20408143226967518
141,2023-11-08 15:42:44,0.21815078538809038,0.20699396570488288
142,2023-11-09 15:44:02,0.19847190241390394,0.20132142714240417
143,2023-11-11 19:14:07,0.2106760441726476,0.19105943342369566
144,2023-11-15 20:45:40,0.1964230960240013,0.19733277101987542
145,2023-11-18 08:11:21,0.20716377775426664,0.18504781160047518
146,2023-11-20 10:44:20,0.21807974695970234,0.2005882784906212
147,2023-11-23 22:08:12,0.22678108031083263,0.1937873493412445
148,2023-11-24 23:26:58,0.2167329665541458,0.2027647613873716
149,2023-11-27 13:36:14,0.21275298160323336,0.18706691435358624
150,2023-11-29 12:43:36,0.2080879112090846,0.18656414960104317
151,2023-12-01 12:29:36,0.21469986318113876,0.20193729808417452
152,2023-12-04 16:36:31,0.19315196253104955,0.190311471490989
153,2023-12-07 02:09:03,0.20282523990168638,0.1831813642930547
154,2023-12-08 13:02:02,0.18597415895417688,0.18511576595759258
155,2023-12-11 20:24:28,0.19731659857581688,0.17565210520633864
156,2023-12-13 14:30:10,0.19573555400126846,0.19772005454134176
157,2023-12-15 12:59:44,0.2187246908152867,0.1912290126892833
158,2023-12-18 12:13:24,0.20212014413571203,0.20499775397801176
159,2023-12-20 10:23:42,0.1893131829799498,0.17720083322071956
160,2023-12-23 17:46:31,0.19337544280387628,0.1998691394613166
161,2023-12-25 11:47:08,0.2008592034241488,0.19434169121877065
162,2023-12-27 11:57:33,0.18620084551720906,0.18272168973806932
163,2024-01-05 10:56:22,0.19752485254094854,0.18713184739328523
164,2024-01-09 09:27:46,0.18838563780026316,0.18273115422462669
165,2024-01-10 10:38:30,0.20361171400026282,0.18480373134124392
166,2024-01-12 10:37:01,0.1977592948380737,0.1781946920552192
167,2024-01-15 14:11:53,0.19343007101100812,0.17646706732471049
168,2024-01-17 16:26:26,0.21731251490889647,0.19258427711358014
